,alim_grp_code,alim_ssgrp_code,alim_ssssgrp_code,alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_code,alim_nom_fr,alim_nom_en,Energie (kcal/100 g),Eau (g/100 g),Protéines (g/100 g),Glucides (g/100 g),Lipides (g/100 g),Sucres (g/100 g),Cholestérol (mg/100 g),Sel chlorure de sodium (g/100 g),Calcium (mg/100 g),Fer (mg/100 g),Magnésium (mg/100 g),Vitamine D (µg/100 g),Vitamine C (mg/100 g),Vitamine B9 ou Folates totaux (µg/100 g),Vitamine B12 (µg/100 g)
2073,5,502,50204,produits laitiers et assimilés,produits laitiers frais et assimilés,39236,Pain perdu,French toast,218,"53,7",6,29,"8,45","13,3",99,"1,22",104,"1,94",17,"0,28","0,3","23,5",1
2074,5,502,50204,produits laitiers et assimilés,produits laitiers frais et assimilés,39400,"Lait de poule, sans alcool","Eggnog, non-alcoholic","88,1","82,5","4,55","8,05","4,19","8,05",59,"0,14",130,"0,2",19,"1,2","1,5",9,"0,45"
2075,5,502,50204,produits laitiers et assimilés,produits laitiers frais et assimilés,39710,Crème pâtissière,Pastry cream,120,"69,7","3,79",18,"3,6","15,3",123,"0,2",105,"0,64","11,6","0,24","0,93",15,1
2076,5,502,50205,produits laitiers et assimilés,produits laitiers frais et assimilés,19692,"Dessert au soja, aux fruits, sucré, enrichi en calcium, fermenté, préemballé","Soy dessert, with fruit, sweetened, calcium-enriched, fermented, prepackaged","85,6","80,7","2,74","12,9","2,3","11,6",0,"0,07",87,"0,43",13,0.125,0.25,"12,9",0
2077,5,502,50205,produits laitiers et assimilés,produits laitiers frais et assimilés,19693,"Dessert au soja, nature, non sucré, non enrichi, fermenté, préemballé","Soy dessert, plain, unsweetened, unfortified, fermented, prepackaged","43,3","90,7","3,76","2,05","1,9","0,69",0,"0,085",12,"0,4",16,0.125,0.25,"18,6",-
2078,5,502,50205,produits laitiers et assimilés,produits laitiers frais et assimilés,19694,"Dessert au soja, nature, non sucré, enrichi en calcium, fermenté, préemballé","Soy dessert, plain, unsweetened, calcium-enriched, fermented, prepackaged","40,6","91,4","3,59","1,1","2,1","0,27",0,"0,053",120,"0,47",16,0.125,0.25,"15,1",-
2079,5,502,50205,produits laitiers et assimilés,produits laitiers frais et assimilés,19695,"Dessert au soja, aux fruits, sucré, non enrichi, fermenté, préemballé","Soy dessert, with fruit, sweet, unfortified, fermented, prepackaged","76,8","81,8","3,31",11,"1,7","10,6",0,"0,085",36,"0,41",14,0.125,0.25,"17,7",-
2080,5,502,50205,produits laitiers et assimilés,produits laitiers frais et assimilés,19696,"Dessert au soja, aux amandes, fermenté, préemballé","Soy dessert, with almonds, fermented, prepackaged","54,6","88,7","3,65","2,85","2,8","1,09",-,"0,19",58,"0,42",22,"0,63",0.25,"18,1","0,26"
2081,5,502,50205,produits laitiers et assimilés,produits laitiers frais et assimilés,20911,"Dessert au soja, aromatisé, sucré, enrichi en calcium, préemballé","Soy dessert, flavored, sweetened, calcium-enriched, prepackaged","93,8","77,5","3,25","15,3","1,9","13,2",0,"0,13",120,"1,1",21,0.125,0.25,"9,32",0
2082,5,502,50205,produits laitiers et assimilés,produits laitiers frais et assimilés,20921,"Dessert au soja, aromatisé, sucré, non enrichi, préemballé","Soy dessert, flavored, sweetened, unenriched, prepackaged",92,"78,2","2,74",16,"1,7","12,5",-,"0,11",16,"0,79",22,0.125,0.25,"12,2",-
2083,5,502,50205,produits laitiers et assimilés,produits laitiers frais et assimilés,20922,"Dessert végétal sans soja (amande, avoine, chanvre, coco, riz), aromatisé, sucré, non enrichi, préemballé","Plant-based dessert without soy (almond, oat, hemp, coconut, rice), flavored, sweetened, non-enriched, prepackaged",146,"71,7","1,66","15,8",8,"12,4",-,"0,065",17,"1,3",28,0.125,0.25,"6,72",-
2084,5,502,50205,produits laitiers et assimilés,produits laitiers frais et assimilés,20923,"Dessert végétal sans soja (coco, riz), aux fruits, sucré, enrichi en calcium, fermenté, préemballé","Plant-based dessert without soy (coconut, rice), with fruit, sweetened, calcium-enriched, fermented, pre-packaged","76,4","81,8",0.21,16,1,"10,8",-,"0,095",50,"0,15","8,2",0.125,0.25,2.5,-
2085,5,502,50205,produits laitiers et assimilés,produits laitiers frais et assimilés,39248,"Mousse au chocolat végétale, préemballée","Plant-based chocolate mousse, pre-packaged",262,"48,1","6,69","24,3",14,"23,1",-,"0,36",34,6,81,"0,82",0.25,"15,6",-
2086,5,503,0,produits laitiers et assimilés,fromages et assimilés,12999,Fromage (aliment moyen),Cheese (medium food),340,"46,2","21,8","0,56","27,4","0,27","89,8","1,28",626,"0,27","29,2","0,29","0,057","34,4","1,36"
2087,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12001,"Camembert, sans précision","Camembert, unspecified",281,"54,8","19,5",traces,"22,5",traces,74,"1,45",449,"0,18","19,3","0,24",0,62,"1,13"
2088,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12003,Fromage à pâte molle et croûte fleurie (type camembert),Soft cheese with a bloomy rind (type camembert),361,"46,7","17,5",traces,"32,3",-,-,"1,18",523,-,23,"0,4",-,-,"1,1"
2089,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12006,Camembert au lait cru,Raw milk Camembert,269,"55,9","20,7",traces,"20,3",0.1,"64,6","1,45",380,"0,09",18,0.125,-,88,"1,61"
2090,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12008,Fromage à pâte molle et croûte fleurie double crème environ 30% MG,Soft cheese with a bloomy rind double cream about 30% fat content,334,"51,2","17,5",traces,"29,4",-,"79,5","1,28",200,"0,3",6,"0,31",0,13,"0,22"
2091,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12009,Fromage rond à pâte molle et croûte fleurie 5 à 11% MG type camembert allégé en matière grasse,Round soft cheese with a bloomy rind 5 to 11% fat type light camembert,175,"63,7","22,6",traces,"9,3",traces,36,"1,44",720,"0,18",20,"0,14",0,62,"1,13"
2092,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12010,Coulommiers,Coulommiers,280,56,"18,8",traces,"22,8",0,85,"1,37",400,"0,23","21,7",-,-,-,-
2093,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12012,Fromage rond à pâte molle et croûte fleurie environ 11% MG type coulommiers allégé en matière grasse,Round soft cheese with a bloomy rind approximately 11% fat type Coulommiers reduced fat,189,"62,5","22,5",traces,11,0,46,"0,9",-,"0,05",-,-,-,-,-
2094,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12013,Fromage rond à pâte molle et croûte fleurie environ 5% MG type camembert allégé en matière grasse,Round soft cheese with a bloomy rind about 5% fat type light Camembert,152,-,"25,7",traces,"5,5",-,-,-,570,-,-,-,-,-,-
2095,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12020,"Brie, sans précision","Brie, unspecified",299,"52,5","17,3",traces,"25,5",0,"95,8","1,51",424,"0,36",20,"0,39",0,"77,7","0,76"
2096,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12021,Brie de Meaux,Brie de Meaux,273,"53,4","21,4",traces,"20,7",0.1,"83,6","2,02",310,"0,15",15,0.125,0.25,115,"1,28"
2097,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12022,Brie de Melun,Brie de Melun,290,"52,1",22,traces,"22,2",0.1,"88,9","1,89",180,"0,08",17,0.125,0.25,140,"1,89"
2098,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12025,Carré de l'Est,Eastern square,329,-,"21,4",traces,27,0,-,"1,58",450,-,20,-,-,-,-
2099,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12028,Chaource,Chaource,277,56,"17,3",traces,"22,9",0.1,83,"1,9",110,"0,06",12,0.125,0.25,"63,2","1,6"
2100,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12029,Maroilles laitier,Maroilles dairy,339,"45,9","22,3",traces,"27,8",-,-,"1,87",-,-,-,-,-,-,-
2101,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12030,Maroilles fermier,Farmhouse Maroilles,351,"45,6","21,2",traces,"29,5",-,-,"2,07",-,-,-,-,-,-,-
2102,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12031,Neufchâtel,Neufchâtel,289,"54,8","18,5",traces,"23,9",-,84,"1,87","74,5","0,07","9,17",0.15,-,"94,5","0,65"
2103,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12033,Fromage à pâte molle triple crème environ 40% MG,Triple cream soft cheese approximately 40% fat content,377,"49,4","9,89",traces,"37,5",0,122,"1,09",230,"0,3",6,"0,36",0,13,"0,22"
2104,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12034,Fromage à pâte molle et croûte lavée (aliment moyen),Soft cheese with washed rind (medium food),322,"50,6","20,6",0,"26,5","0,021",nan,"1,66",535,nan,"22,4","0,68",nan,nan,"1,54"
2105,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12035,"Fromage à pâte molle et croûte lavée, allégé environ 13% MG","Soft cheese with washed rind, reduced fat approximately 13% fat content",199,"59,9","21,6",traces,"12,6",-,43,"1,63",420,-,19,-,-,-,"2,6"
2106,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12036,"Maroilles, sans précision","Maroilles, unspecified",327,"48,3","21,9",traces,"26,4",0.1,103,"2,09",580,"0,09",23,0.125,0.25,144,"2,57"
2107,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12037,Livarot,Livarot,303,"48,9","24,6",traces,"22,6",0.1,"77,3","1,5",730,"0,07",26,0.125,0.25,140,"1,68"
2108,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12038,Époisses,Époisses,292,"55,6","17,8",traces,"24,5",0.015,"80,5","1,76",120,"0,21",10,0.125,-,-,"1,7"
2109,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12039,Munster,Munster,345,"49,4","21,2",traces,29,0,96,"1,78",717,"0,41",27,"0,6",0,12,"1,47"
2110,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12040,Langres,Langres,283,"56,2","16,7",traces,"23,8",0.1,"89,3","0,99",160,"0,05",12,0.125,0.25,"67,6","1,78"
2111,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12042,Pont l'Évêque,Pont l'Évêque,328,"47,9","22,7",traces,"26,2",0.1,"84,7","1,3",660,"0,07",24,0.125,0.25,"88,9","1,74"
2112,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12045,Reblochon,Reblochon,328,"49,1","20,4",traces,"27,4",0,"89,9","1,27",471,"0,32","20,2",-,-,25,-
2113,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12047,"Fromage à pâte molle à croûte lavée, au lait pasteurisé (type Vieux Pané)","Soft cheese with washed rind, made from pasteurized milk (type Vieux Pané)",313,"51,8","20,3",traces,"25,7",traces,-,"1,57",450,-,"18,1","0,95",-,-,"1,3"
2114,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12049,Saint-Marcellin,Saint-Marcellin,281,"58,3","15,1",traces,"24,3",0.1,"93,4","1,08",140,"0,05",12,0.125,0.25,"93,4","1,83"
2115,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12050,Fromage à pâte molle et croûte mixte (lavée et fleurie) colorée,Soft cheese with mixed rind (washed and bloomy) colored,334,"47,8","18,2",traces,29,0,68,-,450,"0,2",-,-,-,40,"0,88"
2116,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12051,Mont d'or ou Vacherin du Haut-Doubs (produit en France) ou Vacherin-Mont d'Or (produit en Suisse),Mont d'Or or Vacherin from Haut-Doubs (produced in France) or Vacherin-Mont d'Or (produced in Switzerland),304,"52,9","18,9",traces,"25,4",traces,-,"1,38",491,-,30,-,-,-,-
2117,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12052,Saint-Félicien,Saint-Félicien,283,"58,6","13,4",traces,"25,2",0,"81,3","1,28",110,"0,04","9,6",0.125,0.25,"57,7","1,23"
2118,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12064,Boulette d'Avesne,Avesnes cheese ball,356,"44,1","20,9",traces,30,traces,"83,1","1,99",600,"0,47",26,0.125,-,103,"1,31"
2119,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12801,"Fromage de chèvre lactique affiné, au lait cru (type Crottin de Chavignol, Picodon, Rocamadour, Sainte-Maure de Touraine)","Aged goat cheese, raw milk (type Crottin de Chavignol, Picodon, Rocamadour, Sainte-Maure de Touraine)",326,"49,7","20,7",traces,27,-,107,"1,28",123,"0,31","16,2",0.25,-,"84,2",-
2120,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12802,"Fromage de chèvre lactique affiné, au lait pasteurisé (type bûchette ou crottin)","Aged lactic goat cheese, made from pasteurized milk (type log or crottin)",302,"52,8","19,8",traces,"24,7",0,"98,5","1,23",107,"0,22","12,7",0.25,-,"76,6",-
2121,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12803,"Fromage de chèvre lactique affiné (type bûchette, crottin, Sainte-Maure)","Aged goat's milk cheese (type log, crottin, Sainte-Maure)",317,"50,3","20,4",traces,"26,2",0,104,"1,69",117,"0,28","14,9",0.25,-,"81,5",-
2122,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12807,Sainte-Maure de Touraine (fromage de chèvre),Sainte-Maure de Touraine (goat cheese),296,"53,4","19,6",traces,"24,2",-,-,"1,41",-,-,-,-,-,-,-
2123,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12810,Fromage de chèvre demi-sec,Semi-dry goat cheese,355,"45,5","21,6",traces,"29,8",0,79,"1,81",145,"1,62","18,2","0,5",0,2,"0,22"
2124,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12812,Fromage de chèvre bûche,Log goat cheese,287,"54,8","18,8",traces,"23,3",traces,"95,9","1,58",107,"0,22","12,7",0.25,-,"76,4",-
2125,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12813,"Fromage de chèvre bûche, allégé en matière grasse","Goat cheese log, reduced fat",180,"60,5","22,6",traces,10,0,50,"1,24",183,"0,1",15,-,-,-,-
2126,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12814,"Fromage de chèvre à pâte molle non pressée non cuite croûte naturelle, au lait pasteurisé","Soft unpressed uncooked goat cheese with natural rind, made from pasteurized milk",281,"54,7","19,3",traces,"22,6",0,78,"1,56",90,-,-,-,-,-,-
2127,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12815,Fromage de chèvre sec,Dry goat cheese,442,29,"30,5",traces,"35,6",-,105,"1,06",895,"1,88",54,"0,7",0,53,"0,12"
2128,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12820,Fromage de chèvre à pâte molle et croûte fleurie type camembert,Soft goat cheese with a bloomy rind type camembert,294,"51,7","19,9",traces,"23,8",0.025,"91,8",1,534,"0,32",32,0.25,traces,"60,8",2
2129,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12824,Fromage de brebis à pâte molle et croûte fleurie,Soft sheep's cheese with a bloomy rind,277,"55,6","16,8",traces,"23,3",-,67,"1,69",487,-,-,-,-,-,"2,05"
2130,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12830,Chabichou (fromage de chèvre),Chabichou (goat cheese),296,"50,4","20,5",traces,"23,8",0.25,"97,3","1,85",104,"0,35","14,1",0.25,-,46,-
2131,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12831,Pélardon (fromage de chèvre),Pélardon (goat cheese),345,"43,6","23,8",traces,"27,8",0,117,"1,43",147,"0,37","20,5",0.25,-,"95,5",-
2132,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12832,"Crottin de chèvre, au lait cru","Goat cheese, made from raw milk",386,"41,4","23,2",traces,"32,6",-,133,"1,01",141,"0,4","18,7",0.25,-,"91,9",-
2133,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12833,"Crottin de chèvre, sans précision","Goat cheese, unspecified",342,-,"22,4",traces,28,0.125,111,"1,17",107,"0,22","12,7",0.25,-,"77,5","0,1"
2134,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12834,Crottin de Chavignol (fromage de chèvre),Crottin de Chavignol (goat cheese),298,"50,8","19,7",traces,"24,4",0.25,"92,9","1,3",147,"0,28","17,2",0.25,-,"89,5",-
2135,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12836,Picodon (fromage de chèvre),Picodon (goat cheese),317,"49,4","20,7",traces,26,0.25,137,"1,25",126,"0,28","16,9",0.25,-,80,-
2136,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12839,Pouligny Saint-Pierre (fromage de chèvre),Pouligny Saint-Pierre (goat cheese),296,"52,7","18,9",traces,"24,5",-,"99,7","1,08",100,"0,33","14,8",0.25,-,108,-
2137,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12842,Sainte-Maure (fromage de chèvre),Sainte-Maure (goat cheese),359,"42,9","22,1",traces,30,0.125,122,"1,81",122,"0,3","14,5",0.25,-,"80,2","0,1"
2138,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12845,Selles-sur-Cher (fromage de chèvre),Selles-sur-Cher (goat cheese),292,"53,1","19,2",traces,"23,9",-,-,"1,4",167,-,-,-,-,-,"0,1"
2139,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12846,Chevrot (fromage de chèvre),Chevrot (goat cheese),279,"55,4","18,5",traces,"22,8",-,"78,1","1,12","98,4","0,26","12,9",0.25,-,77,-
2140,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12847,Rocamadour (fromage de chèvre),Rocamadour (goat cheese),275,"57,2","17,9",traces,"22,6",0.07,"65,5","1,09",102,"0,2","13,8",0.25,-,80,-
2141,5,503,50301,produits laitiers et assimilés,fromages et assimilés,12848,Valençay (fromage de chèvre),Valençay (goat cheese),307,"51,8","19,3",traces,"25,5",-,85,"1,32",120,"0,19","15,3",0.25,-,"84,8",-
2142,5,503,50302,produits laitiers et assimilés,fromages et assimilés,12500,Roquefort,Roquefort,386,"41,9","19,5",traces,"33,9",traces,"74,7","3,22",660,"0,1","31,9",-,0,"29,1","0,57"
2143,5,503,50302,produits laitiers et assimilés,fromages et assimilés,12519,Fourme de Montbrison,Montbrison cheese,367,"42,8","22,5",traces,"30,8",0,-,"1,63",-,-,-,-,-,-,-
2144,5,503,50302,produits laitiers et assimilés,fromages et assimilés,12520,Fromage bleu au lait de vache,Blue cheese made from cow's milk,334,"46,2","19,9",traces,"28,3",0.125,"97,8","2,89",494,"0,23",23,"0,42",0,36,"1,23"
2145,5,503,50302,produits laitiers et assimilés,fromages et assimilés,12521,Fromage bleu d'Auvergne,Blue cheese from Auvergne,345,"44,1","22,4",traces,"28,4",0,59,"2,85",551,"0,3","18,1",-,-,"54,8","0,85"
2146,5,503,50302,produits laitiers et assimilés,fromages et assimilés,12522,Fourme d'Ambert,Ambert blue cheese,327,50,"19,9",traces,"27,6",0,97,"2,2",442,"0,36",16,-,-,-,-
2147,5,503,50302,produits laitiers et assimilés,fromages et assimilés,12523,Fromage bleu des Causses,Blue cheese from the Causses,352,"45,2","20,4",traces,30,0,103,"3,3",582,-,35,-,-,25,-
2148,5,503,50302,produits laitiers et assimilés,fromages et assimilés,12524,Gorgonzola,Gorgonzola,314,"51,1",19,traces,"26,4",0.15,"81,1","1,77",390,"0,08",18,"0,24",0.25,"41,2","0,73"
2149,5,503,50302,produits laitiers et assimilés,fromages et assimilés,12526,Bleu de Gex ou Fromage bleu du Haut-jura ou Bleu de septmoncel (AOC),Bleu de Gex or Blue cheese from the Haut-Jura or Bleu de Septmoncel (AOC),366,"43,6","22,5",traces,"30,7",traces,-,"1,44",600,-,-,-,-,-,-
2150,5,503,50302,produits laitiers et assimilés,fromages et assimilés,12527,Fromage bleu de Bresse,Bresse blue cheese,344,"51,9","17,4",traces,"30,5",0,91,"1,58",434,0.5,17,0.1,0,47,"0,74"
2151,5,503,50302,produits laitiers et assimilés,fromages et assimilés,12528,Fromage bleu de Bresse allegé environ 15% MG,Reduced-fat blue cheese from Bresse approximately 15% fat content,248,-,"27,1",traces,"15,5",0,-,"2,05",420,-,-,-,-,-,"0,5"
2152,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12100,Fromage à pâte pressée cuite (aliment moyen),Cooked pressed cheese (medium food),392,"36,6",28,0,"30,8","0,0086",101,"0,8",935,"0,32","45,2","0,28","0,051","17,1","1,86"
2153,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12105,Beaufort,Beaufort,412,"34,3","26,5",traces,34,0,-,"1,27",745,"0,24",-,-,-,-,-
2154,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12110,Comté,Comté,420,"33,2","27,2",traces,"34,6",traces,115,"0,8",993,"0,49","43,7",-,-,5,"2,59"
2155,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12112,Abondance,Abundance,395,"37,2","27,1",traces,"31,6",0.1,106,"1,73",760,"0,09",28,0.125,0.25,"39,6","2,19"
2156,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12113,Gruyère IGP France,Gruyère PDO France,398,"36,9","27,3",traces,32,0,-,"0,95",871,-,-,-,-,-,-
2157,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12114,Gruyère,Gruyère,426,"32,5","28,4",traces,"34,6",0,105,"0,8",1090,"0,29","39,2","0,44",0,15,"1,55"
2158,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12115,Emmental ou emmenthal,Emmental or Emmenthal,375,"39,1","27,9",traces,"28,8",traces,96,"0,61",898,"0,15","48,9","0,28",0,20,"1,5"
2159,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12116,"Fromage à pate pressée cuite type emmental ou emmenthal, allégé en matière grasse","Cooked pressed cheese type Emmental or Emmenthal, reduced fat",284,"46,2","30,6",traces,18,0,67,1,950,"0,2",45,"0,48",0,"9,2","1,2"
2160,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12118,Emmental ou emmenthal râpé,Grated Emmental or Emmenthal,370,38,"28,1",traces,"28,6",0.125,107,"0,75",979,"1,5","38,3",0.25,0.25,"33,4","2,02"
2161,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12119,Ossau-Iraty,Ossau-Iraty,430,"33,8","24,2",traces,37,0,"94,4","1,68",764,"0,32","35,6",-,-,"35,3","1,06"
2162,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12120,Parmesan,Parmesan,409,"30,4","31,1",traces,31,traces,"95,3","1,57",980,"0,1",40,0.125,0.25,16,"2,64"
2163,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12121,Fontina,Fontina,383,"37,9","25,6",traces,"31,1",0,116,2,550,"0,23",14,"0,6",0,6,"1,68"
2164,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12122,Pecorino,Pecorino,-,"32,2",-,traces,"28,8",0,104,"4,73",1160,"1,4",-,"0,5",0,7,-
2165,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12123,Grana Padano,Grana Padano,399,-,"34,1",traces,"29,2",0.125,-,"1,56",1170,-,-,-,-,-,-
2166,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12705,Fromage à pâte ferme environ 14% MG type Masdaam à teneur réduite en MG,Firm cheese approximately 14% fat type Masdaam with reduced fat content,240,"52,2",29,traces,"13,8",0,"45,3","2,06",717,"0,21","31,6","0,16",0,"59,5","1,56"
2167,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12716,Provolone,Provolone,342,41,"25,6",traces,"26,6",0,69,"2,19",756,"0,52",28,"0,5",0,10,"1,46"
2168,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12720,"Fromage à pâte ferme, enrobé de cire","Firm cheese, coated in wax",304,"49,6","21,7",traces,"23,7",traces,-,"1,7",608,"0,15","29,3",-,0,21,0
2169,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12722,Cantal entre-deux,Cantal between-two,385,"37,1","26,6",traces,"30,5",traces,"99,1","1,85",791,-,-,-,-,-,-
2170,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12723,"Cantal, Salers ou Laguiole","Cantal, Salers or Laguiole",380,"39,6","25,3",traces,31,0.25,-,"2,15",772,"0,54","25,7",-,-,"19,4",-
2171,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12725,Salers,Salers,390,"38,6","25,9",traces,"31,4",0.1,103,"2,19",680,"0,11",25,"0,31",0.25,"37,5","1,86"
2172,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12726,Cheddar,Cheddar,401,"37,1",24,traces,"33,8",0,102,"1,61",675,"0,16",27,"0,6",0,26,"0,88"
2173,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12729,Edam,Edam,331,"41,6","25,5",traces,"25,5",0.125,89,"2,22",802,"0,12","41,2","0,5",0,16,"1,54"
2174,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12735,Mimolette jeune,Young Mimolette,333,"40,1","28,9",traces,"24,2",0,-,-,-,-,-,-,-,-,-
2175,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12736,Gouda,Gouda,376,"38,4","23,2",traces,"31,5",0.125,103,2,728,"0,24",29,"0,5",0,21,"1,54"
2176,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12737,Mimolette demi-vieille,Semi-aged Mimolette,368,"34,3","31,5",traces,"26,9",0,-,-,-,-,-,-,-,-,-
2177,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12738,Mimolette vieille,Old Mimolette,400,30,34,traces,"28,8",0.1,"87,9","3,68",910,"0,15",36,"0,33",0.25,33,"2,06"
2178,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12740,"Mimolette, sans précision","Mimolette, unspecified",310,"45,5","24,9",traces,"23,4",0.125,67,"2,84",816,0.5,"37,1",0.1,0,"18,4","0,57"
2179,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12741,Fromage à pâte ferme environ 27% MG type Maasdam,Firm cheese approximately 27% fat type Maasdam,361,"41,1","25,5",traces,"28,4",traces,97,"1,29",848,"0,12","33,5","0,2",0,20,"1,9"
2180,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12742,Mimolette extra-vieille,Extra-aged Mimolette,389,31,"33,9",traces,"28,2",0,-,-,-,-,-,-,-,-,-
2181,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12743,Morbier,Morbier,356,"43,6","22,8",traces,"29,2",traces,89,"1,41",600,"0,06",23,0.125,0.25,29,"1,79"
2182,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12747,Fromage de brebis des Pyrénées,Pyrenean sheep cheese,399,"36,9","24,1",traces,"33,6",0,95,"1,62",750,"0,3","35,9","1,08",-,"26,8","0,73"
2183,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12748,"Saint-Nectaire, laitier","Saint-Nectaire, dairy",334,-,"22,8",traces,27,0.25,-,"1,7",-,-,-,-,-,-,-
2184,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12749,Raclette (fromage),Raclette (cheese),343,"44,7","23,4",traces,"27,5",traces,"99,6","1,69",630,-,"24,5",-,-,51,-
2185,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12751,"Saint-Nectaire, fermier","Saint-Nectaire, farmstead",357,-,"22,3",traces,"29,8",0.25,-,"1,08",-,-,-,-,-,-,-
2186,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12752,"Saint-Nectaire, sans précision","Saint-Nectaire, unspecified",346,"44,6","22,5",traces,"28,4",0.25,93,"1,41",540,"0,22",24,-,-,-,"1,03"
2187,5,503,50303,produits laitiers et assimilés,fromages et assimilés,12755,Saint-Paulin (fromage à pâte pressée non cuite demi-ferme),Saint-Paulin (semi-soft uncooked pressed cheese),329,"47,5","22,3",traces,"26,4",traces,"89,5","1,61",600,"0,11",25,0.125,-,"52,5","0,46"
